date,property_type,asking_price,transaction_price,Rents - Industrial and commercial space ,Rents - Office space ,Rents - Rental housing units ,Rents - Retail space ,Acquisition of Swiss citizenship,Natural Change,Net migration,Switzerland - CHF - Call money rate (Tomorrow next) - 1 day,Origination - Relevant foreign currency positions,Origination - Securities portfolio,Origination - Money market transactions,Origination - Other,Origination - Monetary base,Utilisation - Banknotes in circulation,Utilisation - Sight deposit accounts of domestic banks,Utilisation - Monetary base,Seasonally adjusted - Monetary base,Level - Currency in circulation,Level - Deposits in transaction accounts,Level - Monetary aggregate M3,Banks in Switzerland - Total domestic and foreign - Total loans - Utilisation,Banks in Switzerland - Total domestic and foreign - Mortgage loans - Utilisation,"Value, in CHF millions - Gross domestic product",population,SFSO - Inflation according to the national consumer price index
2006-01-01,Privately owned apartments,126.99066944830034,120.0759828258568,104.80639543977111,107.70811710257253,120.65254049014216,107.2002993571972,46711.0,13088.0,39368.0,1.33167,76349.0,5258.75,20786.33333,59270.41667,43123.66667,38110.08333,5013.58333,43123.66667,43128.0,35235.25,97889.0,614317.16667,842881.58333,580605.66667,554078.31005,7483934.0,1.075
2006-01-01,Single-family houses,116.45865743403832,113.34267726709281,104.80639543977111,107.70811710257253,120.65254049014216,107.2002993571972,46711.0,13088.0,39368.0,1.33167,76349.0,5258.75,20786.33333,59270.41667,43123.66667,38110.08333,5013.58333,43123.66667,43128.0,35235.25,97889.0,614317.16667,842881.58333,580605.66667,554078.31005,7483934.0,1.075
2007-01-01,Apartment buildings,,93.1156652380285,108.29187173896004,107.14810291323266,123.73518946777058,106.8057709731714,43889.0,13405.0,75459.0,2.165,80326.91667,4466.5,21748.91667,62344.58333,44197.75,38943.16667,5254.58333,44197.75,44198.08333,35955.75,92163.91667,629196.41667,951046.25,645742.16667,589474.12521,7551117.0,0.73333
2007-01-01,Privately owned apartments,130.15611776197932,129.14549633619524,108.29187173896004,107.14810291323266,123.73518946777058,106.8057709731714,43889.0,13405.0,75459.0,2.165,80326.91667,4466.5,21748.91667,62344.58333,44197.75,38943.16667,5254.58333,44197.75,44198.08333,35955.75,92163.91667,629196.41667,951046.25,645742.16667,589474.12521,7551117.0,0.73333
2007-01-01,Single-family houses,118.85988892271129,120.44622740048639,108.29187173896004,107.14810291323266,123.73518946777058,106.8057709731714,43889.0,13405.0,75459.0,2.165,80326.91667,4466.5,21748.91667,62344.58333,44197.75,38943.16667,5254.58333,44197.75,44198.08333,35955.75,92163.91667,629196.41667,951046.25,645742.16667,589474.12521,7551117.0,0.73333
2008-01-01,Apartment buildings,,92.60359753151687,108.73736900904598,107.98808396520909,128.93638687378723,107.41327066551113,44365.0,15458.0,98167.0,1.5775,82597.16667,3772.5,33197.41667,70005.16667,49561.91667,41306.16667,8255.75,49561.91667,49560.16667,37502.91667,91018.58333,645677.0,1007108.75,668074.25,614039.78268,7647675.0,2.43333
2008-01-01,Privately owned apartments,135.5107307006537,136.56189468256193,108.73736900904598,107.98808396520909,128.93638687378723,107.41327066551113,44365.0,15458.0,98167.0,1.5775,82597.16667,3772.5,33197.41667,70005.16667,49561.91667,41306.16667,8255.75,49561.91667,49560.16667,37502.91667,91018.58333,645677.0,1007108.75,668074.25,614039.78268,7647675.0,2.43333
2008-01-01,Single-family houses,122.05189619332815,127.3131196224142,108.73736900904598,107.98808396520909,128.93638687378723,107.41327066551113,44365.0,15458.0,98167.0,1.5775,82597.16667,3772.5,33197.41667,70005.16667,49561.91667,41306.16667,8255.75,49561.91667,49560.16667,37502.91667,91018.58333,645677.0,1007108.75,668074.25,614039.78268,7647675.0,2.43333
2009-01-01,Apartment buildings,,97.05133836586033,100.33725611009108,112.26528379452054,133.5103793890114,111.04809232080788,43440.0,15810.0,74587.0,0.04167,106655.5,5505.83333,40049.75,53124.0,99087.08333,45346.33333,53740.75,99087.08333,99090.16667,41702.66667,109914.25,683092.58333,984429.75,700892.0,602688.11551,7743831.0,-0.48333
2009-01-01,Privately owned apartments,144.2114783102576,140.57034502096158,100.33725611009108,112.26528379452054,133.5103793890114,111.04809232080788,43440.0,15810.0,74587.0,0.04167,106655.5,5505.83333,40049.75,53124.0,99087.08333,45346.33333,53740.75,99087.08333,99090.16667,41702.66667,109914.25,683092.58333,984429.75,700892.0,602688.11551,7743831.0,-0.48333
2009-01-01,Single-family houses,128.2039769040978,128.86389811463042,100.33725611009108,112.26528379452054,133.5103793890114,111.04809232080788,43440.0,15810.0,74587.0,0.04167,106655.5,5505.83333,40049.75,53124.0,99087.08333,45346.33333,53740.75,99087.08333,99090.16667,41702.66667,109914.25,683092.58333,984429.75,700892.0,602688.11551,7743831.0,-0.48333
2010-01-01,Apartment buildings,,100.0,104.13962616062742,112.42685333556366,135.83112487288872,113.71324864240258,39314.0,17737.0,64939.0,0.04917,232062.5,5017.5,5922.25,152794.66667,90207.58333,47069.83333,43137.75,90207.58333,90214.91667,43768.75,116366.25,730528.08333,1010847.5,735713.58333,624008.73541,7824909.0,0.68333
2010-01-01,Privately owned apartments,151.71707212522696,149.26255230042167,104.13962616062742,112.42685333556366,135.83112487288872,113.71324864240258,39314.0,17737.0,64939.0,0.04917,232062.5,5017.5,5922.25,152794.66667,90207.58333,47069.83333,43137.75,90207.58333,90214.91667,43768.75,116366.25,730528.08333,1010847.5,735713.58333,624008.73541,7824909.0,0.68333
2010-01-01,Single-family houses,134.1746034196673,134.0468817933283,104.13962616062742,112.42685333556366,135.83112487288872,113.71324864240258,39314.0,17737.0,64939.0,0.04917,232062.5,5017.5,5922.25,152794.66667,90207.58333,47069.83333,43137.75,90207.58333,90214.91667,43768.75,116366.25,730528.08333,1010847.5,735713.58333,624008.73541,7824909.0,0.68333
2011-01-01,Apartment buildings,,104.7331943539369,103.7420926481208,110.79922350694144,139.68105526113095,114.67909759206158,36012.0,18717.0,68118.0,0.02417,280703.66667,3491.25,7997.75,154464.5,137728.16667,49239.83333,88488.33333,137728.16667,137731.0,47089.58333,124939.58333,783290.0,1033416.25,770856.41667,635722.26511,7912398.0,0.25
2011-01-01,Privately owned apartments,159.03063978482223,158.18588695044204,103.7420926481208,110.79922350694144,139.68105526113095,114.67909759206158,36012.0,18717.0,68118.0,0.02417,280703.66667,3491.25,7997.75,154464.5,137728.16667,49239.83333,88488.33333,137728.16667,137731.0,47089.58333,124939.58333,783290.0,1033416.25,770856.41667,635722.26511,7912398.0,0.25
2011-01-01,Single-family houses,139.67831624094117,141.04728519473534,103.7420926481208,110.79922350694144,139.68105526113095,114.67909759206158,36012.0,18717.0,68118.0,0.02417,280703.66667,3491.25,7997.75,154464.5,137728.16667,49239.83333,88488.33333,137728.16667,137731.0,47089.58333,124939.58333,783290.0,1033416.25,770856.41667,635722.26511,7912398.0,0.25
2012-01-01,Apartment buildings,,112.77912894812647,105.37239383294765,116.2820061603017,143.98271112899846,121.86439733163321,33500.0,17991.0,71127.0,-0.01417,398763.08333,3667.16667,9437.33333,127486.83333,284380.75,54713.33333,229667.41667,284380.75,284391.16667,56308.83333,137014.33333,848007.75,1079750.41667,810496.16667,643772.74615,7996861.0,-0.7
2012-01-01,Privately owned apartments,167.19507831305384,170.79727893771692,105.37239383294765,116.2820061603017,143.98271112899846,121.86439733163321,33500.0,17991.0,71127.0,-0.01417,398763.08333,3667.16667,9437.33333,127486.83333,284380.75,54713.33333,229667.41667,284380.75,284391.16667,56308.83333,137014.33333,848007.75,1079750.41667,810496.16667,643772.74615,7996861.0,-0.7
2012-01-01,Single-family houses,144.9053519317529,150.4871328726518,105.37239383294765,116.2820061603017,143.98271112899846,121.86439733163321,33500.0,17991.0,71127.0,-0.01417,398763.08333,3667.16667,9437.33333,127486.83333,284380.75,54713.33333,229667.41667,284380.75,284391.16667,56308.83333,137014.33333,848007.75,1079750.41667,810496.16667,643772.74615,7996861.0,-0.7
2013-01-01,Apartment buildings,,118.49997111875085,107.52959501198163,122.51275284963523,148.14929055561637,123.62355801228053,34061.0,17770.0,87106.0,-0.07583,491874.33333,3693.33333,0.0,134802.66667,360765.0,59672.83333,301092.16667,360765.0,360769.75,63144.83333,146267.0,906942.75,1144262.25,855660.91667,655083.161,8089346.0,-0.21667
2013-01-01,Privately owned apartments,172.78242509305377,183.59100695319304,107.52959501198163,122.51275284963523,148.14929055561637,123.62355801228053,34061.0,17770.0,87106.0,-0.07583,491874.33333,3693.33333,0.0,134802.66667,360765.0,59672.83333,301092.16667,360765.0,360769.75,63144.83333,146267.0,906942.75,1144262.25,855660.91667,655083.161,8089346.0,-0.21667
2013-01-01,Single-family houses,151.647625168616,157.4835974359842,107.52959501198163,122.51275284963523,148.14929055561637,123.62355801228053,34061.0,17770.0,87106.0,-0.07583,491874.33333,3693.33333,0.0,134802.66667,360765.0,59672.83333,301092.16667,360765.0,360769.75,63144.83333,146267.0,906942.75,1144262.25,855660.91667,655083.161,8089346.0,-0.21667
2014-01-01,Apartment buildings,,123.867991592068,107.44536654104613,122.7666196130819,151.3997831492045,119.59058143617428,32836.0,21349.0,76223.0,-0.28583,504179.33333,3735.0,3.91667,132613.08333,375305.16667,62662.75,312642.41667,375305.16667,375305.08333,66405.08333,163275.08333,940732.83333,1204706.0,889837.25,665700.1797,8188649.0,-0.01667
2014-01-01,Privately owned apartments,176.65709530965833,189.3303731107787,107.44536654104613,122.7666196130819,151.3997831492045,119.59058143617428,32836.0,21349.0,76223.0,-0.28583,504179.33333,3735.0,3.91667,132613.08333,375305.16667,62662.75,312642.41667,375305.16667,375305.08333,66405.08333,163275.08333,940732.83333,1204706.0,889837.25,665700.1797,8188649.0,-0.01667
2014-01-01,Single-family houses,153.6061443512065,161.47427374975263,107.44536654104613,122.7666196130819,151.3997831492045,119.59058143617428,32836.0,21349.0,76223.0,-0.28583,504179.33333,3735.0,3.91667,132613.08333,375305.16667,62662.75,312642.41667,375305.16667,375305.08333,66405.08333,163275.08333,940732.83333,1204706.0,889837.25,665700.1797,8188649.0,-0.01667
2015-01-01,Apartment buildings,,130.2480733691019,109.03225286643887,126.447988686061,152.8629255441444,118.17492962069372,40689.0,18953.0,71884.0,-1.15833,587900.25,3884.33333,0.0,135921.33333,455863.25,67353.75,388509.5,455863.25,455868.83333,69998.41667,173484.16667,958217.58333,1225848.33333,919797.16667,667701.00018,8282396.0,-1.14167
2015-01-01,Privately owned apartments,179.3766893168258,191.8708520654579,109.03225286643887,126.447988686061,152.8629255441444,118.17492962069372,40689.0,18953.0,71884.0,-1.15833,587900.25,3884.33333,0.0,135921.33333,455863.25,67353.75,388509.5,455863.25,455868.83333,69998.41667,173484.16667,958217.58333,1225848.33333,919797.16667,667701.00018,8282396.0,-1.14167
2015-01-01,Single-family houses,157.08767036002996,164.8316832005526,109.03225286643887,126.447988686061,152.8629255441444,118.17492962069372,40689.0,18953.0,71884.0,-1.15833,587900.25,3884.33333,0.0,135921.33333,455863.25,67353.75,388509.5,455863.25,455868.83333,69998.41667,173484.16667,958217.58333,1225848.33333,919797.16667,667701.00018,8282396.0,-1.14167
2016-01-01,Apartment buildings,,135.88714757396596,113.41653645279652,127.98025629866694,150.9360659285071,114.43460367692997,42937.0,22919.0,71030.0,-1.26667,680987.08333,4011.91667,2.33333,180861.66667,504139.66667,72187.25,431952.41667,504139.66667,504139.75,76295.41667,131509.0,981001.25,1256651.58333,944301.66667,677729.68558,8373338.0,-0.43333
2016-01-01,Privately owned apartments,181.12001741301611,192.86449988693766,113.41653645279652,127.98025629866694,150.9360659285071,114.43460367692997,42937.0,22919.0,71030.0,-1.26667,680987.08333,4011.91667,2.33333,180861.66667,504139.66667,72187.25,431952.41667,504139.66667,504139.75,76295.41667,131509.0,981001.25,1256651.58333,944301.66667,677729.68558,8373338.0,-0.43333
2016-01-01,Single-family houses,159.14265553798134,165.5322080467878,113.41653645279652,127.98025629866694,150.9360659285071,114.43460367692997,42937.0,22919.0,71030.0,-1.26667,680987.08333,4011.91667,2.33333,180861.66667,504139.66667,72187.25,431952.41667,504139.66667,504139.75,76295.41667,131509.0,981001.25,1256651.58333,944301.66667,677729.68558,8373338.0,-0.43333
2017-01-01,Apartment buildings,,139.89964728065965,113.02584768943224,126.72999750652953,149.4822569483614,114.62879351561841,44949.0,20410.0,45948.0,-0.97917,782872.41667,3929.0,2.16667,234954.66667,551848.91667,76451.75,475397.16667,551848.91667,551847.75,82452.75,136040.08333,1017385.66667,1306627.0,970245.66667,684903.19266,8451840.0,0.53333
2017-01-01,Privately owned apartments,181.49390152158236,191.64535716595773,113.02584768943224,126.72999750652953,149.4822569483614,114.62879351561841,44949.0,20410.0,45948.0,-0.97917,782872.41667,3929.0,2.16667,234954.66667,551848.91667,76451.75,475397.16667,551848.91667,551847.75,82452.75,136040.08333,1017385.66667,1306627.0,970245.66667,684903.19266,8451840.0,0.53333
2017-01-01,Single-family houses,162.94586476773878,165.99500275486125,113.02584768943224,126.72999750652953,149.4822569483614,114.62879351561841,44949.0,20410.0,45948.0,-0.97917,782872.41667,3929.0,2.16667,234954.66667,551848.91667,76451.75,475397.16667,551848.91667,551847.75,82452.75,136040.08333,1017385.66667,1306627.0,970245.66667,684903.19266,8451840.0,0.53333
2018-01-01,Apartment buildings,,144.3954572126156,111.19303859796163,123.94454169748732,146.34026876198496,114.77169895406627,42493.0,20763.0,39860.0,-0.94,821359.83333,3873.0,2.0,275860.58333,549374.25,78984.83333,470389.41667,549374.25,549374.16667,88126.5,139056.5,1046656.91667,1347753.5,999365.0,709864.55021,8514329.0,0.925
2018-01-01,Privately owned apartments,177.99242549867154,198.51509653951328,111.19303859796163,123.94454169748732,146.34026876198496,114.77169895406627,42493.0,20763.0,39860.0,-0.94,821359.83333,3873.0,2.0,275860.58333,549374.25,78984.83333,470389.41667,549374.25,549374.16667,88126.5,139056.5,1046656.91667,1347753.5,999365.0,709864.55021,8514329.0,0.925
2018-01-01,Single-family houses,164.81184756046204,172.3613542862084,111.19303859796163,123.94454169748732,146.34026876198496,114.77169895406627,42493.0,20763.0,39860.0,-0.94,821359.83333,3873.0,2.0,275860.58333,549374.25,78984.83333,470389.41667,549374.25,549374.16667,88126.5,139056.5,1046656.91667,1347753.5,999365.0,709864.55021,8514329.0,0.925
2019-01-01,Apartment buildings,,147.5001539700388,112.29414456776472,123.81109685098824,144.41277685346643,115.79827276296375,41127.0,18392.0,43352.0,-0.96417,832732.0,4009.66667,43.5,272624.66667,564160.5,79782.33333,484378.16667,564160.5,564164.08333,84518.16667,137504.75,1076649.75,1381642.0,1033603.83333,717322.81913,8575280.0,0.35833
2019-01-01,Privately owned apartments,175.06810224729008,202.23051503023282,112.29414456776472,123.81109685098824,144.41277685346643,115.79827276296375,41127.0,18392.0,43352.0,-0.96417,832732.0,4009.66667,43.5,272624.66667,564160.5,79782.33333,484378.16667,564160.5,564164.08333,84518.16667,137504.75,1076649.75,1381642.0,1033603.83333,717322.81913,8575280.0,0.35833
2019-01-01,Single-family houses,165.6406482497716,176.19903457287148,112.29414456776472,123.81109685098824,144.41277685346643,115.79827276296375,41127.0,18392.0,43352.0,-0.96417,832732.0,4009.66667,43.5,272624.66667,564160.5,79782.33333,484378.16667,564160.5,564164.08333,84518.16667,137504.75,1076649.75,1381642.0,1033603.83333,717322.81913,8575280.0,0.35833
2020-01-01,Apartment buildings,,150.77322078841806,109.91852086474456,124.99525876446893,142.22038583371287,115.53647799526827,34141.0,9719.0,53804.0,-0.87833,900402.75,3994.0,4107.91667,234207.25,674297.41667,84439.5,589857.91667,674297.41667,674310.25,87309.08333,92586.33333,1111524.75,1428423.08333,1065628.0,696040.50482,8638167.0,-0.73333
2020-01-01,Privately owned apartments,174.40251325600713,209.13017801147512,109.91852086474456,124.99525876446893,142.22038583371287,115.53647799526827,34141.0,9719.0,53804.0,-0.87833,900402.75,3994.0,4107.91667,234207.25,674297.41667,84439.5,589857.91667,674297.41667,674310.25,87309.08333,92586.33333,1111524.75,1428423.08333,1065628.0,696040.50482,8638167.0,-0.73333
2020-01-01,Single-family houses,169.49554150234354,183.56148177496928,109.91852086474456,124.99525876446893,142.22038583371287,115.53647799526827,34141.0,9719.0,53804.0,-0.87833,900402.75,3994.0,4107.91667,234207.25,674297.41667,84439.5,589857.91667,674297.41667,674310.25,87309.08333,92586.33333,1111524.75,1428423.08333,1065628.0,696040.50482,8638167.0,-0.73333
2021-01-01,Apartment buildings,,156.03480333650856,115.4727071218274,123.77740710981435,138.32147120757926,115.22064653298068,36994.0,18452.0,48871.0,-0.84,1009690.33333,4001.75,110.75,288184.58333,725618.25,88283.91667,637334.33333,725618.25,725628.08333,91919.66667,59378.0,1155584.08333,1493693.33333,1104645.08333,744508.23823,8704546.0,0.58333
2021-01-01,Privately owned apartments,177.5982707962206,220.28378905054987,115.4727071218274,123.77740710981435,138.32147120757926,115.22064653298068,36994.0,18452.0,48871.0,-0.84,1009690.33333,4001.75,110.75,288184.58333,725618.25,88283.91667,637334.33333,725618.25,725628.08333,91919.66667,59378.0,1155584.08333,1493693.33333,1104645.08333,744508.23823,8704546.0,0.58333
2021-01-01,Single-family houses,180.04779255947795,194.14597579386404,115.4727071218274,123.77740710981435,138.32147120757926,115.22064653298068,36994.0,18452.0,48871.0,-0.84,1009690.33333,4001.75,110.75,288184.58333,725618.25,88283.91667,637334.33333,725618.25,725628.08333,91919.66667,59378.0,1155584.08333,1493693.33333,1104645.08333,744508.23823,8704546.0,0.58333
2022-01-01,Apartment buildings,,163.1589970178114,118.65766517678512,121.23697969909645,138.87250527075037,110.3093102091604,41486.0,7946.0,68760.0,-0.3875,971964.33333,3740.91667,8215.0,277096.91667,706823.33333,87182.41667,619640.91667,706823.33333,706811.08333,88214.91667,22830.0,1159030.08333,1538040.08333,1141245.58333,791105.94414,8777088.0,2.83333
2022-01-01,Privately owned apartments,181.86871692045045,233.14086268638036,118.65766517678512,121.23697969909645,138.87250527075037,110.3093102091604,41486.0,7946.0,68760.0,-0.3875,971964.33333,3740.91667,8215.0,277096.91667,706823.33333,87182.41667,619640.91667,706823.33333,706811.08333,88214.91667,22830.0,1159030.08333,1538040.08333,1141245.58333,791105.94414,8777088.0,2.83333
2022-01-01,Single-family houses,188.47185266585947,206.3123790362149,118.65766517678512,121.23697969909645,138.87250527075037,110.3093102091604,41486.0,7946.0,68760.0,-0.3875,971964.33333,3740.91667,8215.0,277096.91667,706823.33333,87182.41667,619640.91667,706823.33333,706811.08333,88214.91667,22830.0,1159030.08333,1538040.08333,1141245.58333,791105.94414,8777088.0,2.83333
2023-01-01,Apartment buildings,,159.04756312978492,117.25156031227009,118.59719644399934,142.71913077390045,111.54872278707906,41201.0,8202.0,139118.0,1.04833,806362.08333,3638.75,144.91667,246689.33333,563456.41667,76504.58333,486951.83333,563456.41667,563453.66667,75517.83333,19024.58333,1142251.25,1541624.5,1174927.16667,804039.10442,8888093.0,2.15
2023-01-01,Privately owned apartments,187.65850070767328,240.2586942812037,117.25156031227009,118.59719644399934,142.71913077390045,111.54872278707906,41201.0,8202.0,139118.0,1.04833,806362.08333,3638.75,144.91667,246689.33333,563456.41667,76504.58333,486951.83333,563456.41667,563453.66667,75517.83333,19024.58333,1142251.25,1541624.5,1174927.16667,804039.10442,8888093.0,2.15
2023-01-01,Single-family houses,189.89819161411992,213.81947780746748,117.25156031227009,118.59719644399934,142.71913077390045,111.54872278707906,41201.0,8202.0,139118.0,1.04833,806362.08333,3638.75,144.91667,246689.33333,563456.41667,76504.58333,486951.83333,563456.41667,563453.66667,75517.83333,19024.58333,1142251.25,1541624.5,1174927.16667,804039.10442,8888093.0,2.15
2024-01-01,Apartment buildings,,163.7978187894646,119.40105881310106,117.90373068065152,149.40143243546873,111.64174481192049,,,,1.01417,810041.83333,3876.08333,0.0,284594.75,529323.16667,73261.58333,456061.58333,529323.16667,529324.5,72642.66667,17224.41667,1142861.58333,1554914.08333,1202702.08333,,,1.05833
2024-01-01,Privately owned apartments,188.50189078876863,247.62149627339954,119.40105881310106,117.90373068065152,149.40143243546873,111.64174481192049,,,,1.01417,810041.83333,3876.08333,0.0,284594.75,529323.16667,73261.58333,456061.58333,529323.16667,529324.5,72642.66667,17224.41667,1142861.58333,1554914.08333,1202702.08333,,,1.05833
2024-01-01,Single-family houses,191.5372613428599,220.90024262495595,119.40105881310106,117.90373068065152,149.40143243546873,111.64174481192049,,,,1.01417,810041.83333,3876.08333,0.0,284594.75,529323.16667,73261.58333,456061.58333,529323.16667,529324.5,72642.66667,17224.41667,1142861.58333,1554914.08333,1202702.08333,,,1.05833
